"","pid","group","race_ethn","gender","age","geq_1","geq_10","geq_11","geq_12","geq_13","geq_14","geq_15","geq_16","geq_17","geq_18","geq_19","geq_2","geq_20","geq_3","geq_4","geq_5","geq_6","geq_7","geq_8","geq_9","ibqh_1","ibqh_10","ibqh_11","ibqh_12","ibqh_2","ibqh_3","ibqh_4","ibqh_5","ibqh_6","ibqh_7","ibqh_8","ibqh_9","tsc_1","tsc_10","tsc_11","tsc_12","tsc_13","tsc_14","tsc_15","tsc_16","tsc_17","tsc_18","tsc_19","tsc_2","tsc_20","tsc_21","tsc_22","tsc_23","tsc_24","tsc_25","tsc_26","tsc_27","tsc_28","tsc_29","tsc_3","tsc_30","tsc_31","tsc_32","tsc_33","tsc_34","tsc_35","tsc_36","tsc_37","tsc_38","tsc_39","tsc_4","tsc_40","tsc_5","tsc_6","tsc_7","tsc_8","tsc_9"
"501",503,"2","2","2",19,2,2,2,2,3,3,1,1,3,3,3,2,3,1,2,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1,1,1,0,2,0,0,0,3,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,1,0
"502",504,"2","5","1",21,4,4,4,4,2,2,3,2,3,2,3,4,1,4,4,4,4,4,4,4,2,2,0,1,1,1,3,3,3,2,3,0,3,1,0,1,0,0,1,1,3,0,0,3,1,0,2,0,0,0,0,0,2,0,2,0,0,1,0,2,0,0,0,0,1,2,0,1,0,0,1,1
"503",505,"2","5","1",19,5,3,1,2,2,2,2,2,2,3,2,5,2,4,4,2,3,3,1,2,3,2,3,3,2,2,3,3,3,3,3,2,2,2,0,1,1,1,3,3,2,1,2,0,0,1,2,0,1,1,0,0,3,0,0,0,1,0,3,2,1,0,3,1,1,0,1,1,3,0,3,0
"504",506,"2","6","2",23,2,3,3,3,2,2,1,1,1,1,2,3,2,3,3,2,1,1,1,3,2,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"505",507,"2","6","2",19,2,1,1,1,3,2,1,1,2,1,1,2,1,2,2,3,2,3,1,3,1,1,1,1,1,1,2,1,1,0,1,1,0,0,1,2,1,2,0,0,1,3,0,3,0,0,1,2,2,0,0,1,1,1,2,0,0,0,0,1,0,2,1,0,0,1,0,0,1,2,2,1
"506",508,"2","5","1",18,2,4,3,2,3,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"507",509,"2","5","1",20,3,4,3,4,3,4,3,4,2,3,3,2,3,3,3,3,3,3,4,3,1,2,2,1,2,2,1,1,2,2,1,1,2,2,1,1,2,1,1,1,2,1,2,2,2,2,2,1,2,2,1,2,1,2,1,2,1,1,1,2,2,1,1,2,2,1,2,0.201112214347701,2,2,2,1
"508",510,"2","5","1",18,3,5,5,5,2,3,1,1,1,1,4,3,2,4,4,3,2,2,3,1,1,2,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,2,1,0,1,0,3,2,0,2,2,0,0,2,1,0,1,0,3,0,0,0,1,1,0,0,0,0,1,3,0,0,1,0,1.35810340030586,0
"509",511,"2","3","2",20,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,3,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,1,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"510",512,"2","5","2",18,1,3,3,3,3,3,1,1,1,1,1,3,1,4,5,5,5,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,2,1,3,0,3,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"511",513,"2","5","2",19,2,3,3,4,4,1,1,1,1,1,4,2,3,1,1,2,2,1,2,3,0,3,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2,0,2,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"512",514,"2","2","1",18,3,3,2,1,2,2,1,1,1,1,1,4,3,3,3,1,1,1,2,1,0,1,1,1,0,0,0,1,1,2,2,1,3,1,0,3,0,3,2,3,3,0,2,1,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,0
"513",515,"2","2","1",18,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,0,0,0,0,0,0,0,3,1,1,2,1,1,0,1,0,0,0,2,1,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"514",516,"2","5","2",18,3,1,1,2,2,2,1,1,1,1,1,3,1,3,3,5,2,2,3,2,2,2,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,3,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"515",517,"2","5","1",21,4,3,2,3,3,3,3,3,2,1,3,4,2,5,5,3,3,3,3,4,2,3,3,2,1,2,2,3,3,3,3,1,3,3,1,2,2,2,2,0,1,1,1,1,0,3,3,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,1,2,0,0,1,0,2,0
"516",518,"2","5","1",18,3,4,4,4,1,1,1,1,1,2,2,2,1,3,3,3,1,4,3,4,2,2,0,0,0,1,1,2,2,1,1,1,1,0,0,2,1,2,1,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,2,0,1,0,1
"517",519,"2","5","1",18,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"518",520,"2","5","1",18,4,2,2,3,2,3,2,2,1,3,3,4,2,5,5,4,4,3,4,2,0,1,0,0,1,0,1,1,1,0,0,0,3,3,0,2,0,3,2,1,1,1,3,1,1,1,3,0,1,1,0,0,2,0,2,0,1,0,1,1,1,0,1,0,2,2,0,0,1,1,2,1
"519",521,"2","5","1",18,4,3,3,3,3,3,3,3,3,3,4,4,1,4,4,3,2,2,2,1,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,2,1,2,2,1,0,0,1,2,0,1,2,0,1,2,0,0,2,0,1,0,2,2,2,2,2,0,2,0,0,1,0,1,2,1,2,0
"520",522,"2","5","1",18,4,4,5,5,4,3,3,3,3,4,3,5,3,5,5,5,5,5,4,5,2,1,1,2,1,2,2,2,2,1,1,2,3,2,0,1,3,3,3,2,1,0,2,0,2,1,3,3,1,2,1,0,2,1,2,0,2,0,1,3,1,0,3,1,2,1,0,0,1,3,2,1
"521",523,"2","6","2",19,2,2,2,1,1,1,1,1,1,2,1,2,2,4,3,3,1,2,2,2,1,2,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,2,1,0,1,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,3,0,0,2,0,2,1
"522",524,"2","5","1",19,5,4,4,2,3,3,3,3,2,4,4,5,2,5,5,5,3,2,4,4,2,1,1,2,1,1,2,2,2,1,1,0,2,3,1,3,1,3,3,1,3,0,0,3,1,1,3,1,0,3,0,0,0,0,0,0,0,0,3,3,1,0,1,3,3,0,1,0,1,0,2,3
"523",525,"2","2","1",20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,0,0,0,0,0,3,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"524",526,"2","6","2",18,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,3,3,3,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"525",527,"2","6","1",18,2,4,4,4,2,2,2,2,2,2,3,2,1,2,2,3,1,1,2,1,1,1,1,1,2,2,1,1,1,0,0,0,1,1,0,2,1,3,3,1,3,0,1,2,0,0,3,1,0,0,1,0,2,2,0,1,2,0,3,2,2,1,0,1,2,1,2,1,1,2,3,2
"526",528,"2","6","1",19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,2,2,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2,0
"527",529,"2","5","1",19,4,5,5,5,4,4,4,4,3,4,4,4,4,4,3,4,2,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,2,2,0,3,0,1,2,0,2,0,0,2,2,0,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,2,0
"528",530,"2","6","1",18,3,2,2,3,1,1,1,1,1,2,1,2,1,3,3,2,1,1,2,3,1,1,1,1,1,1,1,1,1,0,1,1,2,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"529",531,"2","5","2",20,2,2,3,2,1,2,1,1,1,1,2,2,2,4,3,1,1,1,3,2,0,1,0,1,0,0,1,1,0,0,0,3,1,0,0,2,0,2,1,1,1,2,2,0,0,0,3,0,1,2,0,1,2,0,0,0,0,0,2,1,0,0,1,0,0,1,1,0,2,0,1,0
"530",532,"2","5","1",20,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.30022966567222,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"531",533,"2","1","2",19,2,5,4,2,2,2,1,3,2,3,3,1,2,3,3,1,3,2,2,4,1,3,1,0,0,0,2,1,1,2,1,0,2,0,0,1,2,2,1,1,1,0,1,2,0,0,2,0,0,2,0,1,2,0,0,0,1,0,1,2,0,0,2,0,0,1,0,0,1,1,3,0
"532",534,"2","5","1",21,4,2,1,4,3,3,1,1,1,1,1,4,1,4,4,4,4,4,4,4,2,0,0,0,1,2,1,0,0,0,0,0,1,1,0,0,2,2,2,0,2,2,2,2,0,0,2,1,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3
"533",535,"2","5","2",19,1.1144301941582,3,2,1,2,1,1,1,1,1,1,1.60888715348999,1,3.34103009535927,3.27173916826471,4,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,1,3,0,0,0,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,1,0,0,3,2,1,0
"534",536,"2","5","3",21,4,4,4,2,2,2,2,2,1,3,5,4,5,5,5,5,3,3,2,2,3,3,3,3,2,2,3,3,2,2,3,2,1,3,0,3,1,3,3,0,2,3,3,2,2,3,3,0,1,3,3,0,2,0,1,0,1,0,3,3,0,0,2,1,1,2,1,0,3,3,2,0
"535",537,"2","5","2",19,3,1,2,3,2,3,2,1,1,3,3,2,3,4,4,4,4,2,2,3,1,2,0,0,1,2,1,1,1,1,2,0,1,1,0,2,0,1,2,1,3,0,1,3,0,0,1,0,0,1,0,0,1,0,1,0,0,0,2,1,0,0,0,1,0,0,0,1,3,0,3,1
